company_id,company_name,industry,size,contract_value,date,quarter,year,deal_stage,renewal_probability,upsell_opportunity,active_users,feature_adoption_rate,custom_integrations,pending_feature_requests,ticket_volume,avg_resolution_time_hours,csat_score,sla_compliance_rate,health_score
COMP0366,Company 0366,Finance,Enterprise,53660,2024-06-05,Q2,2024,Stable,80,10000,20,0.77,3,6,32,3.9,3.8,0.87,79.7
COMP0367,Company 0367,Healthcare,Enterprise,52265,2024-06-06,Q2,2024,Live,81,0,10,0.69,0,3,14,23.1,4.8,0.95,83.2
COMP0368,Company 0368,Technology,Medium,48661,2024-06-07,Q2,2024,Stable,96,0,40,0.74,5,7,36,17.4,4.5,0.88,86.6
COMP0369,Company 0369,Retail,Medium,46605,2024-06-09,Q2,2024,Live,72,10000,71,0.93,2,7,19,4.5,4.6,0.81,84.1
COMP0370,Company 0370,Technology,Small,41712,2024-06-11,Q2,2024,Implementation,68,5000,92,0.52,2,8,11,39.6,3.9,0.87,69.0
COMP0371,Company 0371,Retail,Medium,56052,2024-06-13,Q2,2024,Live,82,10000,96,0.82,4,6,32,21.2,4.9,0.84,85.6
COMP0372,Company 0372,Manufacturing,Medium,22332,2024-06-13,Q2,2024,Live,77,5000,50,0.52,5,0,23,26.2,4.8,0.95,76.9
COMP0373,Company 0373,Manufacturing,Enterprise,21326,2024-06-16,Q2,2024,At Risk,81,5000,56,0.47,3,8,20,21.9,4.0,0.93,73.0
COMP0374,Company 0374,Technology,Small,48651,2024-06-16,Q2,2024,Implementation,79,10000,25,0.72,4,6,43,9.4,3.7,0.91,78.3
COMP0375,Company 0375,Manufacturing,Medium,24598,2024-06-16,Q2,2024,Implementation,80,20000,86,0.92,4,0,42,39.1,4.2,0.83,85.0
COMP0376,Company 0376,Technology,Small,24802,2024-06-18,Q2,2024,Implementation,99,10000,20,0.49,0,10,49,24.9,4.6,0.81,79.0
COMP0377,Company 0377,Technology,Medium,41168,2024-06-18,Q2,2024,Live,66,5000,12,0.87,3,0,19,6.9,4.7,0.87,82.1
COMP0378,Company 0378,Technology,Small,52043,2024-06-20,Q2,2024,At Risk,83,20000,18,0.55,1,1,42,13.8,4.9,0.92,79.4
COMP0379,Company 0379,Manufacturing,Enterprise,51088,2024-06-20,Q2,2024,Implementation,81,15000,57,0.72,1,6,13,45.9,3.5,0.81,76.1
COMP0380,Company 0380,Healthcare,Small,17443,2024-06-20,Q2,2024,Implementation,74,0,43,0.58,1,2,29,46.4,4.8,0.95,77.8
COMP0381,Company 0381,Manufacturing,Small,55957,2024-06-21,Q2,2024,Stable,63,5000,27,0.92,1,8,34,34.5,3.6,0.87,78.3
COMP0382,Company 0382,Retail,Medium,75467,2024-06-23,Q2,2024,Live,97,10000,60,0.86,0,3,45,12.2,4.3,0.83,88.7
COMP0383,Company 0383,Retail,Small,51820,2024-06-24,Q2,2024,Stable,85,10000,69,0.49,3,0,30,39.7,4.1,0.85,73.6
COMP0384,Company 0384,Retail,Small,21195,2024-06-27,Q2,2024,Implementation,89,15000,67,0.94,0,8,34,42.5,3.8,0.96,89.3
COMP0385,Company 0385,Finance,Medium,33677,2024-06-29,Q2,2024,Implementation,60,20000,55,0.67,1,2,45,1.3,3.8,0.98,72.9
COMP0386,Company 0386,Technology,Medium,40205,2024-06-30,Q2,2024,At Risk,79,0,31,0.67,4,1,37,1.8,3.5,0.91,76.0
COMP0387,Company 0387,Manufacturing,Small,31145,2024-07-03,Q3,2024,Implementation,86,20000,28,0.53,4,7,12,26.6,4.9,0.88,78.9
COMP0388,Company 0388,Manufacturing,Small,81450,2024-07-03,Q3,2024,Live,66,20000,66,0.46,3,10,48,15.5,4.6,0.88,69.6
COMP0389,Company 0389,Retail,Medium,79831,2024-07-03,Q3,2024,Stable,67,10000,24,0.51,5,9,8,31.5,4.7,0.97,73.6
COMP0390,Company 0390,Manufacturing,Enterprise,24359,2024-07-04,Q3,2024,Stable,69,5000,56,0.48,2,0,46,24.1,4.9,0.84,71.5
COMP0391,Company 0391,Finance,Medium,67662,2024-07-04,Q3,2024,Live,67,15000,84,0.51,3,0,11,32.0,3.7,0.81,66.4
COMP0392,Company 0392,Technology,Small,34688,2024-07-07,Q3,2024,Live,88,15000,65,0.64,3,3,7,46.4,4.1,0.83,78.6
COMP0393,Company 0393,Manufacturing,Small,20397,2024-07-09,Q3,2024,Live,96,15000,37,0.58,2,5,24,35.1,3.6,0.98,80.2
COMP0394,Company 0394,Retail,Small,81462,2024-07-09,Q3,2024,Implementation,71,5000,17,0.93,0,4,31,21.8,4.8,0.9,86.4
COMP0395,Company 0395,Finance,Enterprise,53925,2024-07-10,Q3,2024,Stable,87,15000,51,0.72,4,0,17,10.9,4.4,0.96,84.5
COMP0396,Company 0396,Healthcare,Enterprise,88232,2024-07-13,Q3,2024,At Risk,71,15000,15,0.5,0,9,22,34.2,3.9,0.87,69.3
COMP0397,Company 0397,Manufacturing,Enterprise,83946,2024-07-14,Q3,2024,Implementation,88,0,75,0.75,3,8,40,14.1,4.3,0.83,82.7
COMP0398,Company 0398,Manufacturing,Small,17848,2024-07-14,Q3,2024,Implementation,90,15000,16,0.57,1,5,5,18.8,4.3,0.8,77.3
COMP0399,Company 0399,Technology,Enterprise,78843,2024-07-14,Q3,2024,Stable,72,15000,96,0.94,1,3,29,33.8,4.8,0.96,88.2
COMP0400,Company 0400,Manufacturing,Small,40330,2024-07-14,Q3,2024,At Risk,92,0,68,0.86,5,7,18,40.8,4.7,0.99,92.0
COMP0401,Company 0401,Manufacturing,Enterprise,55401,2024-07-15,Q3,2024,Stable,66,0,21,0.79,5,10,32,38.8,4.2,0.82,76.7
COMP0402,Company 0402,Technology,Small,92638,2024-07-18,Q3,2024,Live,78,20000,44,0.4,2,4,48,4.8,3.8,0.99,70.4
COMP0403,Company 0403,Retail,Small,27371,2024-07-20,Q3,2024,Stable,81,10000,14,0.6,3,0,40,8.3,4.3,0.94,78.3
COMP0404,Company 0404,Technology,Small,44944,2024-07-21,Q3,2024,At Risk,83,15000,34,0.58,3,5,33,40.7,3.7,0.9,75.1
COMP0405,Company 0405,Manufacturing,Small,19166,2024-07-21,Q3,2024,Implementation,86,10000,93,0.47,3,1,23,8.3,4.0,0.91,74.1
COMP0406,Company 0406,Technology,Medium,74105,2024-07-21,Q3,2024,Live,68,5000,99,0.58,5,3,42,23.4,3.6,0.88,69.8
COMP0407,Company 0407,Finance,Medium,78094,2024-07-23,Q3,2024,At Risk,78,20000,17,0.73,2,8,12,1.3,4.6,0.98,83.3
COMP0408,Company 0408,Retail,Small,52070,2024-07-23,Q3,2024,At Risk,64,0,8,0.67,4,0,39,6.5,4.3,0.81,72.7
COMP0409,Company 0409,Finance,Medium,55294,2024-07-26,Q3,2024,Stable,65,0,23,0.76,5,1,46,35.4,4.8,0.84,78.3
COMP0410,Company 0410,Healthcare,Small,32660,2024-07-29,Q3,2024,Stable,86,10000,93,0.44,2,4,30,24.5,4.7,0.81,74.0
COMP0411,Company 0411,Finance,Enterprise,86317,2024-08-01,Q3,2024,Implementation,83,15000,12,0.65,3,1,49,45.4,3.5,1.0,78.4
COMP0412,Company 0412,Retail,Enterprise,92374,2024-08-02,Q3,2024,At Risk,73,20000,98,0.78,3,9,13,27.8,3.8,0.93,79.1
COMP0413,Company 0413,Manufacturing,Enterprise,67098,2024-08-02,Q3,2024,Implementation,76,5000,43,0.76,4,9,30,30.0,4.2,0.89,80.2
COMP0414,Company 0414,Finance,Medium,13435,2024-08-02,Q3,2024,Live,61,15000,11,0.51,3,8,49,7.6,4.7,0.83,69.0
COMP0415,Company 0415,Manufacturing,Small,83567,2024-08-02,Q3,2024,Live,62,20000,21,0.94,1,10,23,16.9,4.3,0.97,83.4
COMP0416,Company 0416,Manufacturing,Small,58751,2024-08-03,Q3,2024,Stable,68,20000,58,0.76,1,0,17,40.3,3.6,0.97,77.0
COMP0417,Company 0417,Finance,Enterprise,79429,2024-08-06,Q3,2024,Implementation,90,20000,39,0.94,0,2,31,34.9,4.5,0.96,92.4
COMP0418,Company 0418,Technology,Enterprise,20275,2024-08-08,Q3,2024,Live,60,15000,76,0.77,1,4,42,25.6,4.2,0.98,77.5
COMP0419,Company 0419,Healthcare,Medium,87037,2024-08-10,Q3,2024,At Risk,80,0,56,0.74,2,7,10,46.7,3.6,0.98,80.2
COMP0420,Company 0420,Retail,Small,88703,2024-08-10,Q3,2024,Stable,80,10000,82,0.76,2,0,30,15.6,4.2,0.92,82.0
COMP0421,Company 0421,Finance,Medium,97347,2024-08-10,Q3,2024,At Risk,63,5000,53,0.44,0,4,17,22.8,4.5,0.94,68.9
COMP0422,Company 0422,Retail,Small,75264,2024-08-11,Q3,2024,At Risk,67,15000,81,0.47,1,2,44,1.6,3.5,0.82,64.6
COMP0423,Company 0423,Retail,Enterprise,10322,2024-08-12,Q3,2024,Implementation,78,5000,77,0.8,3,0,36,33.9,4.0,0.98,83.0
COMP0424,Company 0424,Manufacturing,Enterprise,46850,2024-08-14,Q3,2024,Implementation,71,0,50,0.4,3,3,8,40.5,3.7,0.89,65.9
COMP0425,Company 0425,Finance,Medium,51863,2024-08-15,Q3,2024,Implementation,63,20000,22,0.57,2,10,8,21.2,4.7,0.89,72.6
COMP0426,Company 0426,Healthcare,Medium,73626,2024-08-15,Q3,2024,Stable,77,5000,21,0.94,3,9,6,19.9,4.5,0.88,86.9
COMP0427,Company 0427,Retail,Small,46161,2024-08-16,Q3,2024,At Risk,84,15000,27,0.85,4,5,18,20.4,3.7,0.89,83.3
COMP0428,Company 0428,Healthcare,Small,40378,2024-08-18,Q3,2024,Stable,98,5000,24,0.83,1,1,7,38.3,4.1,0.82,87.1
COMP0429,Company 0429,Healthcare,Enterprise,54453,2024-08-20,Q3,2024,At Risk,79,5000,41,0.53,4,8,8,6.6,3.9,0.82,71.6
COMP0430,Company 0430,Healthcare,Enterprise,99639,2024-08-23,Q3,2024,Implementation,73,5000,40,0.49,2,1,42,40.8,4.8,0.88,73.4
COMP0431,Company 0431,Healthcare,Medium,66605,2024-08-25,Q3,2024,Implementation,90,15000,42,0.45,5,1,37,21.3,4.9,0.87,77.5
COMP0432,Company 0432,Technology,Medium,44790,2024-08-27,Q3,2024,Live,90,0,84,0.4,4,4,48,39.4,3.5,0.81,69.2
COMP0433,Company 0433,Finance,Medium,72736,2024-08-29,Q3,2024,Stable,61,10000,45,0.58,3,4,11,9.7,3.9,0.85,68.3
COMP0434,Company 0434,Technology,Enterprise,20339,2024-08-31,Q3,2024,Implementation,73,10000,47,0.85,5,8,22,38.0,4.8,0.94,85.4
COMP0435,Company 0435,Healthcare,Medium,16211,2024-09-03,Q3,2024,Live,68,5000,57,0.71,3,0,17,15.3,4.7,0.84,77.3
COMP0436,Company 0436,Finance,Small,17979,2024-09-06,Q3,2024,Stable,64,15000,90,0.57,5,4,5,20.0,4.8,0.92,73.9
COMP0437,Company 0437,Healthcare,Small,65929,2024-09-08,Q3,2024,Live,79,5000,30,0.59,4,5,7,22.2,4.3,0.85,75.6
COMP0438,Company 0438,Retail,Enterprise,54504,2024-09-10,Q3,2024,At Risk,80,5000,84,0.89,1,9,36,34.8,4.4,0.86,85.5
COMP0439,Company 0439,Retail,Small,78696,2024-09-10,Q3,2024,Stable,79,10000,9,0.59,3,5,50,7.8,4.1,0.91,76.0
COMP0440,Company 0440,Retail,Medium,31160,2024-09-11,Q3,2024,At Risk,73,10000,12,0.66,5,7,7,31.3,4.2,0.91,76.7
COMP0441,Company 0441,Retail,Enterprise,28136,2024-09-11,Q3,2024,At Risk,98,5000,68,0.71,3,3,40,26.7,3.7,0.81,81.7
COMP0442,Company 0442,Healthcare,Small,68008,2024-09-13,Q3,2024,Implementation,89,5000,69,0.72,5,6,14,23.9,4.5,0.84,83.1
COMP0443,Company 0443,Manufacturing,Medium,93401,2024-09-16,Q3,2024,Implementation,86,20000,95,0.46,3,7,6,21.0,4.9,0.97,78.6
COMP0444,Company 0444,Retail,Small,33803,2024-09-19,Q3,2024,Stable,63,10000,43,0.58,5,0,30,35.4,4.2,0.96,72.3
COMP0445,Company 0445,Finance,Enterprise,69519,2024-09-20,Q3,2024,At Risk,82,0,94,0.68,4,0,12,8.8,4.0,0.81,77.2
COMP0446,Company 0446,Healthcare,Enterprise,64532,2024-09-20,Q3,2024,Implementation,62,5000,84,0.51,2,1,9,3.6,4.9,0.83,70.1
COMP0447,Company 0447,Healthcare,Medium,63787,2024-09-22,Q3,2024,Implementation,90,5000,86,0.73,2,5,14,44.0,4.2,0.84,82.5
COMP0448,Company 0448,Technology,Medium,48426,2024-09-25,Q3,2024,Stable,87,20000,64,0.7,4,5,22,20.2,4.0,0.94,81.9
COMP0449,Company 0449,Healthcare,Small,43276,2024-09-25,Q3,2024,At Risk,91,20000,99,0.6,0,9,50,19.3,3.6,0.95,78.7
COMP0450,Company 0450,Technology,Medium,85573,2024-09-25,Q3,2024,Live,64,20000,75,0.85,5,2,19,45.3,4.2,0.99,81.3
COMP0451,Company 0451,Retail,Enterprise,88231,2024-09-26,Q3,2024,At Risk,74,10000,28,0.82,1,2,34,8.8,3.7,0.83,78.2
COMP0452,Company 0452,Healthcare,Medium,55468,2024-09-29,Q3,2024,Stable,100,5000,76,0.41,3,0,36,46.0,3.6,0.98,76.3
COMP0453,Company 0453,Retail,Enterprise,11526,2024-09-30,Q3,2024,Implementation,91,10000,32,0.49,3,2,38,6.4,3.9,0.89,75.4
COMP0454,Company 0454,Healthcare,Medium,74947,2024-10-03,Q4,2024,At Risk,95,20000,20,0.59,1,4,47,23.4,4.3,0.96,82.6
COMP0455,Company 0455,Manufacturing,Medium,72559,2024-10-03,Q4,2024,Live,86,5000,84,0.83,0,5,40,6.8,3.9,0.81,82.5
COMP0456,Company 0456,Finance,Medium,96386,2024-10-03,Q4,2024,Live,63,15000,43,0.5,3,10,49,12.4,3.7,0.98,68.3
COMP0457,Company 0457,Retail,Medium,79410,2024-10-04,Q4,2024,Live,63,15000,34,0.89,0,7,14,42.6,3.7,0.91,78.6
COMP0458,Company 0458,Manufacturing,Medium,97245,2024-10-06,Q4,2024,Stable,86,20000,69,0.52,1,7,30,6.9,4.4,0.98,78.6
COMP0459,Company 0459,Finance,Small,63225,2024-10-06,Q4,2024,Live,63,10000,11,0.87,4,8,25,32.1,4.4,0.8,78.6
COMP0460,Company 0460,Manufacturing,Enterprise,49082,2024-10-07,Q4,2024,Live,61,0,48,0.89,4,4,33,35.4,4.8,0.94,83.0
COMP0461,Company 0461,Retail,Medium,94211,2024-10-07,Q4,2024,Implementation,76,0,42,0.78,3,9,17,12.0,4.1,0.83,79.2
COMP0462,Company 0462,Manufacturing,Medium,91757,2024-10-10,Q4,2024,Implementation,98,5000,81,0.72,0,8,38,34.4,3.5,0.8,81.0
COMP0463,Company 0463,Technology,Small,33848,2024-10-13,Q4,2024,Stable,87,15000,23,0.43,2,2,15,29.7,3.7,0.93,72.4
COMP0464,Company 0464,Manufacturing,Small,91295,2024-10-13,Q4,2024,Live,60,20000,52,0.79,2,10,17,42.5,4.9,0.93,79.9
COMP0465,Company 0465,Retail,Enterprise,28617,2024-10-14,Q4,2024,Stable,67,5000,58,0.75,5,7,47,23.2,3.9,1.0,78.2
COMP0466,Company 0466,Healthcare,Small,58117,2024-10-14,Q4,2024,Implementation,66,0,83,0.66,1,4,10,21.4,3.8,0.97,74.2
COMP0467,Company 0467,Manufacturing,Small,95628,2024-10-16,Q4,2024,Stable,63,10000,58,0.51,2,7,5,25.8,3.9,0.82,66.2
COMP0468,Company 0468,Retail,Enterprise,55027,2024-10-19,Q4,2024,Live,91,5000,53,0.84,2,7,40,24.9,4.5,0.86,87.7
COMP0469,Company 0469,Technology,Medium,88551,2024-10-22,Q4,2024,Stable,70,15000,39,0.49,2,0,35,2.3,3.8,0.88,68.5
COMP0470,Company 0470,Technology,Medium,22885,2024-10-23,Q4,2024,Implementation,93,0,52,0.42,3,5,37,18.6,4.2,0.95,76.3
COMP0471,Company 0471,Manufacturing,Enterprise,47778,2024-10-23,Q4,2024,Live,92,15000,36,0.62,1,6,15,8.1,4.6,0.93,83.2
COMP0472,Company 0472,Finance,Medium,71147,2024-10-23,Q4,2024,Stable,93,15000,8,0.95,5,5,16,17.9,3.8,0.86,88.8
COMP0473,Company 0473,Healthcare,Enterprise,97010,2024-10-26,Q4,2024,Implementation,92,0,42,0.63,3,1,7,5.0,4.6,0.97,84.3
COMP0474,Company 0474,Technology,Medium,60618,2024-10-27,Q4,2024,Live,80,5000,88,0.48,2,3,11,5.0,4.7,0.92,75.6
COMP0475,Company 0475,Manufacturing,Small,82896,2024-10-29,Q4,2024,Live,90,5000,83,0.48,5,8,38,15.9,4.0,0.81,73.6
COMP0476,Company 0476,Healthcare,Medium,58301,2024-10-31,Q4,2024,Implementation,83,20000,20,0.43,4,5,39,5.0,3.9,0.87,70.8
COMP0477,Company 0477,Retail,Medium,33740,2024-11-01,Q4,2024,Live,78,0,49,0.93,1,5,32,6.9,3.5,0.92,83.7
COMP0478,Company 0478,Manufacturing,Medium,99460,2024-11-02,Q4,2024,At Risk,95,15000,76,0.42,3,8,14,30.1,4.7,0.89,77.7
COMP0479,Company 0479,Technology,Small,85415,2024-11-05,Q4,2024,Implementation,88,0,63,0.74,1,1,28,7.6,4.2,0.85,82.4
COMP0480,Company 0480,Healthcare,Medium,40580,2024-11-05,Q4,2024,Stable,97,15000,10,0.91,4,5,37,31.7,3.8,0.83,88.2
COMP0481,Company 0481,Manufacturing,Medium,99010,2024-11-08,Q4,2024,At Risk,73,10000,49,0.52,2,9,46,15.0,4.1,0.96,73.1
COMP0482,Company 0482,Technology,Small,51434,2024-11-09,Q4,2024,Implementation,60,0,95,0.76,4,9,25,35.6,4.9,0.82,76.8
COMP0483,Company 0483,Finance,Small,42143,2024-11-09,Q4,2024,Live,94,10000,20,0.88,1,9,28,28.7,4.1,0.82,87.4
COMP0484,Company 0484,Finance,Small,81995,2024-11-12,Q4,2024,Live,85,0,77,0.78,0,7,10,1.1,4.4,1.0,86.5
COMP0485,Company 0485,Retail,Enterprise,74477,2024-11-14,Q4,2024,Implementation,75,5000,35,0.65,5,4,45,28.2,4.1,0.9,76.4
COMP0486,Company 0486,Healthcare,Enterprise,45798,2024-11-16,Q4,2024,Implementation,89,0,71,0.61,5,8,31,10.2,4.4,0.82,79.0
COMP0487,Company 0487,Finance,Medium,25713,2024-11-17,Q4,2024,Live,78,10000,66,0.65,5,8,48,17.2,4.0,0.82,75.3
COMP0488,Company 0488,Finance,Medium,14799,2024-11-18,Q4,2024,Live,67,10000,93,0.73,0,6,20,22.9,4.5,0.86,77.2
COMP0489,Company 0489,Healthcare,Enterprise,61090,2024-11-20,Q4,2024,At Risk,83,5000,9,0.68,0,0,9,10.6,4.7,0.84,80.9
COMP0490,Company 0490,Manufacturing,Enterprise,83186,2024-11-20,Q4,2024,Stable,94,10000,66,0.84,1,8,6,10.9,3.8,0.82,85.0
COMP0491,Company 0491,Technology,Medium,46302,2024-11-21,Q4,2024,Stable,77,20000,10,0.71,3,3,33,43.7,4.9,0.82,80.4
COMP0492,Company 0492,Manufacturing,Small,41509,2024-11-24,Q4,2024,Implementation,92,0,12,0.82,1,3,18,29.8,3.6,0.87,84.0
COMP0493,Company 0493,Healthcare,Medium,20668,2024-11-27,Q4,2024,Live,71,20000,39,0.46,3,5,33,25.7,3.7,0.98,69.5
COMP0494,Company 0494,Finance,Medium,40643,2024-11-30,Q4,2024,Stable,76,0,40,0.83,5,2,37,25.1,4.3,0.82,81.3
COMP0495,Company 0495,Manufacturing,Enterprise,59308,2024-12-02,Q4,2024,Implementation,72,5000,79,0.77,0,4,42,19.3,3.9,0.88,77.9
COMP0496,Company 0496,Technology,Small,77002,2024-12-03,Q4,2024,Stable,100,5000,16,0.61,1,4,44,4.6,3.6,0.82,79.1
COMP0497,Company 0497,Retail,Small,60126,2024-12-05,Q4,2024,Live,66,0,46,0.63,2,1,15,46.9,4.3,0.95,74.9
COMP0498,Company 0498,Retail,Medium,96056,2024-12-06,Q4,2024,Stable,70,15000,95,0.41,1,4,38,19.3,3.8,1.0,68.5
COMP0499,Company 0499,Retail,Small,90653,2024-12-09,Q4,2024,At Risk,66,15000,62,0.83,4,10,19,8.6,4.6,0.92,81.5
COMP0500,Company 0500,Finance,Medium,73166,2024-12-10,Q4,2024,At Risk,74,5000,64,0.74,5,9,5,45.4,5.0,1.0,84.4
COMP0501,Company 0501,Finance,Small,43304,2024-12-13,Q4,2024,At Risk,74,20000,89,0.77,1,2,46,14.9,4.1,0.87,79.1
COMP0502,Company 0502,Manufacturing,Medium,38577,2024-12-13,Q4,2024,Live,73,0,82,0.89,5,10,36,34.4,5.0,0.85,85.6
COMP0503,Company 0503,Healthcare,Enterprise,42237,2024-12-14,Q4,2024,Stable,67,15000,72,0.66,4,6,36,9.7,3.5,0.98,73.5
COMP0504,Company 0504,Manufacturing,Small,69705,2024-12-16,Q4,2024,Stable,72,20000,81,0.63,3,8,50,29.6,4.8,0.94,78.5
COMP0505,Company 0505,Technology,Enterprise,24884,2024-12-18,Q4,2024,Implementation,78,20000,46,0.76,0,2,9,6.9,3.5,0.97,79.6
COMP0506,Company 0506,Finance,Enterprise,26596,2024-12-19,Q4,2024,Implementation,83,0,50,0.59,4,4,36,18.6,4.9,0.85,79.2
COMP0507,Company 0507,Retail,Enterprise,92906,2024-12-21,Q4,2024,Live,87,10000,22,0.89,0,9,44,20.3,4.4,0.87,87.8
COMP0508,Company 0508,Finance,Enterprise,84333,2024-12-21,Q4,2024,At Risk,89,5000,33,0.52,2,6,22,25.4,4.2,0.86,76.3
COMP0509,Company 0509,Manufacturing,Medium,27622,2024-12-22,Q4,2024,At Risk,97,5000,72,0.62,5,1,39,35.1,4.9,1.0,87.3
COMP0510,Company 0510,Manufacturing,Enterprise,42437,2024-12-23,Q4,2024,Stable,78,20000,21,0.64,3,3,7,24.9,3.5,0.89,74.4
COMP0511,Company 0511,Retail,Medium,42157,2024-12-23,Q4,2024,Live,81,0,76,0.75,1,8,7,18.5,3.6,0.93,79.8
COMP0512,Company 0512,Healthcare,Small,95630,2024-12-23,Q4,2024,Implementation,100,15000,73,0.43,2,4,10,3.2,4.6,0.83,77.9
COMP0513,Company 0513,Healthcare,Medium,23907,2024-12-26,Q4,2024,Implementation,74,0,89,0.63,5,5,27,39.8,4.1,0.83,74.1
COMP0514,Company 0514,Finance,Enterprise,95492,2024-12-27,Q4,2024,At Risk,90,15000,46,0.61,2,8,47,29.3,4.2,0.96,81.3
COMP0515,Company 0515,Manufacturing,Enterprise,76768,2024-12-30,Q4,2024,Implementation,82,0,15,0.5,0,5,42,2.7,4.6,0.85,75.0
COMP0516,Company 0516,Healthcare,Small,88843,2024-12-30,Q4,2024,Implementation,86,10000,68,0.69,3,0,23,19.1,4.2,0.84,80.1
COMP0517,Company 0517,Manufacturing,Enterprise,99134,2024-12-30,Q4,2024,At Risk,61,15000,85,0.87,4,2,7,36.7,4.2,0.95,80.2
COMP0518,Company 0518,Retail,Enterprise,58105,2025-01-01,Q1,2025,Live,67,5000,25,0.77,5,3,21,24.6,3.7,0.94,76.8
COMP0519,Company 0519,Technology,Medium,58990,2025-01-01,Q1,2025,Live,62,15000,81,0.72,3,10,50,31.4,5.0,0.87,77.6
COMP0520,Company 0520,Healthcare,Medium,67089,2025-01-02,Q1,2025,Live,98,15000,25,0.72,4,5,11,38.5,4.6,0.86,86.6
COMP0521,Company 0521,Finance,Medium,17153,2025-01-05,Q1,2025,At Risk,90,5000,16,0.82,5,4,7,8.9,4.3,1.0,88.8
COMP0522,Company 0522,Finance,Enterprise,88700,2025-01-06,Q1,2025,Implementation,75,5000,83,0.78,2,8,30,28.9,4.8,0.92,83.5
COMP0523,Company 0523,Finance,Medium,90699,2025-01-08,Q1,2025,Live,96,5000,31,0.44,2,5,33,26.5,4.5,0.85,77.0
COMP0524,Company 0524,Finance,Small,27430,2025-01-08,Q1,2025,Stable,68,5000,61,0.83,0,7,23,40.0,4.0,0.98,80.9
COMP0525,Company 0525,Retail,Medium,87642,2025-01-11,Q1,2025,Live,92,10000,74,0.93,1,10,7,46.1,4.5,0.99,93.3
COMP0526,Company 0526,Retail,Small,29265,2025-01-14,Q1,2025,Live,89,0,35,0.54,2,0,41,39.7,4.1,0.91,77.5
COMP0527,Company 0527,Finance,Enterprise,16672,2025-01-15,Q1,2025,Stable,99,15000,88,0.89,0,1,25,24.8,4.8,0.86,92.8
COMP0528,Company 0528,Finance,Small,84445,2025-01-15,Q1,2025,At Risk,65,5000,33,0.49,3,8,38,29.4,4.9,0.83,70.4
COMP0529,Company 0529,Finance,Medium,49188,2025-01-18,Q1,2025,Stable,81,20000,17,0.85,5,1,23,33.7,4.9,0.86,86.6
COMP0530,Company 0530,Technology,Small,54634,2025-01-21,Q1,2025,Stable,92,5000,35,0.87,1,10,37,26.9,3.6,0.85,85.1
COMP0531,Company 0531,Finance,Enterprise,18915,2025-01-22,Q1,2025,Implementation,71,10000,32,0.86,5,6,50,33.3,4.9,0.97,86.1
COMP0532,Company 0532,Technology,Small,77856,2025-01-24,Q1,2025,At Risk,80,10000,37,0.69,5,9,8,24.0,4.0,0.83,77.3
COMP0533,Company 0533,Healthcare,Enterprise,16133,2025-01-25,Q1,2025,Stable,82,10000,19,0.76,3,7,33,45.7,3.6,0.98,81.4
COMP0534,Company 0534,Finance,Enterprise,65993,2025-01-28,Q1,2025,At Risk,77,0,70,0.49,1,6,44,39.5,3.8,0.87,70.4
COMP0535,Company 0535,Technology,Small,56736,2025-01-28,Q1,2025,Stable,91,15000,79,0.93,5,1,41,14.7,4.9,0.88,92.4
COMP0536,Company 0536,Technology,Enterprise,31765,2025-01-31,Q1,2025,Stable,60,0,84,0.91,5,3,27,19.7,4.9,0.98,84.5
COMP0537,Company 0537,Retail,Enterprise,86905,2025-02-03,Q1,2025,Stable,69,20000,9,0.74,5,2,6,37.3,4.4,0.82,76.9
COMP0538,Company 0538,Technology,Enterprise,58368,2025-02-06,Q1,2025,Live,80,15000,84,0.48,5,4,28,29.8,4.9,0.94,76.8
COMP0539,Company 0539,Manufacturing,Enterprise,22823,2025-02-08,Q1,2025,Implementation,95,5000,42,0.85,5,10,45,15.5,3.7,0.85,85.8
COMP0540,Company 0540,Retail,Medium,71877,2025-02-08,Q1,2025,At Risk,87,15000,50,0.5,5,1,43,16.5,4.6,0.99,79.3
COMP0541,Company 0541,Healthcare,Small,80009,2025-02-08,Q1,2025,At Risk,60,0,99,0.76,5,0,29,4.8,3.6,0.98,74.8
COMP0542,Company 0542,Finance,Enterprise,46645,2025-02-09,Q1,2025,Implementation,65,20000,38,0.48,0,1,16,15.2,5.0,0.87,71.3
COMP0543,Company 0543,Healthcare,Enterprise,79040,2025-02-10,Q1,2025,Implementation,86,0,55,0.79,0,3,35,25.2,4.5,0.8,83.5
COMP0544,Company 0544,Retail,Enterprise,86715,2025-02-11,Q1,2025,Stable,91,20000,81,0.43,2,1,8,31.6,4.9,0.92,78.2
COMP0545,Company 0545,Manufacturing,Medium,49479,2025-02-13,Q1,2025,Stable,94,5000,38,0.95,3,8,41,30.2,4.3,0.84,90.7
COMP0546,Company 0546,Retail,Small,19837,2025-02-16,Q1,2025,Stable,96,15000,75,0.47,5,9,48,16.8,4.5,0.92,79.3
COMP0547,Company 0547,Technology,Small,87423,2025-02-16,Q1,2025,Implementation,78,0,60,0.73,4,3,43,24.6,3.6,0.88,77.3
COMP0548,Company 0548,Healthcare,Small,70641,2025-02-18,Q1,2025,Live,69,10000,56,0.69,3,0,14,14.7,3.6,0.9,73.8
COMP0549,Company 0549,Finance,Small,56238,2025-02-19,Q1,2025,Live,76,15000,65,0.67,5,10,28,4.5,4.1,0.85,76.3
